card_id,rare,recording,title,name,sortie_cost,cc_cost,symbol1,symbol2,gender,weapon,type1,type2,type3,type4,n_skill_name1,n_skill_name2,n_skill_name3,n_skill_name4,n_skill_text1,n_skill_text2,n_skill_text3,n_skill_text4,s_skill_name1,s_skill_name2,s_skill_text1,s_skill_text2,c_power,s_power,range,class,job,flavor,illustrator
P14-003,PR,P14,春色の聖王女,ルキナ,3,,,,女,魔法,,,,,お祭りの賑わい,春色の卵,,,【】味方が他に３体以上いる場合、カードを１枚引く。,このユニットの攻撃で敵を撃破した時、自分のデッキの１番上のカードを見てもよい。,,,,,,,50,20,1-2,下級職,ロード,さあ、お祭りを始めましょう！　スプリングハズカム！,祀花よう子
P14-004,PR,P14,白と黒の狭間で,カムイ（女）,1,,白夜,暗夜,女,剣,,,,,争いの夜を越えて,,,,【】<白夜>か<暗夜>の他の味方が出撃した時、コストを支払うなら、ターン終了まで、その味方の戦闘力は＋１０される。,,,,運命の紋章,,攻撃ユニットが<白夜>か<暗夜>の場合、カードを１枚引く。そうしたなら、自分の手札を１枚選び、デッキの１番上に置く。,,40,20,1,下級職,ダークプリンセス,私は二つの国がいつか…隣り合って手を取り合えるそんな日が来るように架け橋になりたいと…そう思います。,遊行寺たま
P14-005,PR,P14,自警団の軍師,ルフレ（男）,1,,聖痕,,男,魔法,,,,,蘇る知識,,,,"【,手札を１枚退避エリアに置く】このユニットの攻撃で敵を撃破した時、コストを支払うなら、自分の退避エリアから『ルフレ（男）』を１枚選び、手札に加える。",,,,計略の紋章,,攻撃ユニットが<聖痕>の場合、防御ユニット以外の敵を１体選ぶ。その敵を移動させてもよい。,,30,20,1-2,下級職,戦術師,「お前の…せいじゃ…ない…　お前だけでも…逃げ…」,士基 軽太
P14-006,PR,P14,練磨の雷剣,リョウマ,1,,白夜,,男,剣,,,,,王家に連なる宝刀,,,,【<白夜>の絆カードを２枚裏向きにする】ターン終了まで、このユニットの戦闘力は＋２０され、このユニットに射程１−２が追加される。,,,,攻撃の紋章,,戦闘終了まで、攻撃ユニットの戦闘力は＋２０される。,,40,10,1,下級職,侍,ただ泳ぐのでは芸がない…訓練も兼ねて魚でも仕留めるとしよう。,チェロキー
P14-007,PR,P14,傭兵団長の息子,アイク,1,,メダリオン,,男,剣,,,,,身体で覚えた剣技,,,,【】ターン終了まで、このユニットの戦闘力は＋３０される。（はこのユニットの重ねられたカードの合計が２枚以上の場合に有効になる）,,,,連携の紋章　,,戦闘終了まで、<メダリオン>の攻撃ユニットの戦闘力は＋１０される。,,40,20,1,下級職,レンジャー,だあー！　はっ！　でやあー！どうした、アイク。もう終わりか？,ニジハヤシ
P14-008,PR,P14,放浪の魔道少女,イレース,1,,メダリオン,,女,魔法,,,,,儚げな影,,,,このユニットと同じエリアに味方が他に２体以上いる場合、敵はこのユニットを攻撃できない。,,,,魔術の紋章,,カードを１枚引く。自分の手札を１枚選び、退避エリアに置く。,,30,20,1-2,下級職,魔道士,ルキノさんのお料理…………うっとり。,志月
P14-009,PR,P14,慈愛の神官,セリカ,2,,,,女,魔法,,,,,憂いの強炎,鮮やかな魔術,,,【自分の<魔法>の絆カードを１枚裏向きにする】ターン終了まで、このユニットの戦闘力は＋２０される。,このユニットの攻撃で敵を撃破した時、カードを１枚引く。自分の手札を１枚選び、退避エリアに置く。,,,,,,,40,20,1-2,下級職,神官,今は戦うしかない…でも、あなたたちの力が私たちを解放してくれることを願っているわ。,こた/INTELLIGENT SYSTEMS
P14-009,PRX,P14,慈愛の神官,セリカ,2,,,,女,魔法,,,,,憂いの強炎,鮮やかな魔術,,,【自分の<魔法>の絆カードを１枚裏向きにする】ターン終了まで、このユニットの戦闘力は＋２０される。,このユニットの攻撃で敵を撃破した時、カードを１枚引く。自分の手札を１枚選び、退避エリアに置く。,,,,,,,40,20,1-2,下級職,神官,今は戦うしかない…でも、あなたたちの力が私たちを解放してくれることを願っているわ。,こた/INTELLIGENT SYSTEMS
P14-010,PR,P14,卓越した戦術師,ルフレ（男）,2,,聖痕,,男,魔法,,,,,鋭い戦力分析,,,,あなたと相手は自分のデッキの１番上のカードを公開する。,,,,,,,,40,20,1-2,下級職,戦術師,大丈夫だよ、僕がついてる。,木志田コテツ
P14-011,PR,P14,白き闇のプリンセス,カムイ（女）,2,,白夜,,女,剣,,,,,金色の神刀,平和への進撃,,,【】ターン終了まで、このユニットの戦闘力は＋２０される。,このユニットの攻撃で相手の主人公を撃破した時、後衛の敵を好きな数だけ選び、移動させてもよい。,,,,,,,50,20,1,下級職,ダークプリンセス,一刻も早く戦争を終わらせなければ…！,紺藤ココン
P04-009,PRr,P04,同盟軍の王子,マルス,2,,光の剣,,男,剣,,,,,戦場を駆ける王子,レイピア,,,このユニットが出撃した時、出撃コストが２以下の敵を１体選び、移動させてもよい。,このユニットが<獣馬>か<アーマー>を攻撃している場合、このユニットの戦闘力は＋１０される。,,,,,,,50,20,1,下級職,ロード,傷つき、倒れること…僕は一人だって仲間をそんな目にあわせたくない。,種田和宏
P08-011,PRr,P08,自警団を率いる王子,クロム,2,,聖痕,,男,剣,,,,,正義の自警団,封剣 ファルシオン,,,【】次の相手のターン終了まで、このユニットの戦闘力は＋１０される。,このユニットが<竜>を攻撃している場合、このユニットの戦闘力は＋２０される。,,,,,,,50,20,1,下級職,ロード,王族が自警団をやって悪い法はない。,カズラエンジ
P13-001,PR,P13,絶望に抗う王女,ルキナ,1,,聖痕,,女,剣,,,,,希望の子供たち,,,,他の味方がクラスチェンジした時、次の相手のターン終了まで、このユニットの戦闘力は＋２０される。,,,,英雄の紋章,,戦闘終了まで、<聖痕>の攻撃ユニットが攻撃で破壊するオーブは２つになる。,,40,20,1,下級職,ロード,私が、来たんです。今から十数年先の…滅びの運命をたどった、暗闇の未来から。,コザキユースケ
P13-002,PR,P13,輝く大地の王子,カムイ（男）,1,,白夜,,男,剣,,,,,白き正義,,,,味方に『リョウマ』か『ヒノカ』か『タクミ』か『サクラ』がいる場合、このユニットの戦闘力は＋１０される。,,,,英雄の紋章,,戦闘終了まで、<白夜>の攻撃ユニットが攻撃で破壊するオーブは２つになる。,,40,20,1,下級職,ダークプリンス,暗夜王国のしていることは、間違っている。ガロン王こそが悪なんだ！,コザキユースケ
P13-003,PR,P13,草原の弓姫,リン,3,2,神器,,女,弓,,,,,鍛え上げた戦技,弓持つ剣士,飛行特効,,【】ターン終了まで、このユニットの戦闘力は＋１０される。,このユニットに<剣>と射程１が追加される。（はこのユニットがクラスチェンジしていなければ有効にならない）,このユニットが<飛行>を攻撃している場合、このユニットの戦闘力は＋３０される。,,,,,,50,20,2,上級職,ブレイドロード,あまり一人では動かないで。どこに弓兵がいるかわからないんだから！,I☆LA
P13-004,PR,P13,三千回目の夏休み,チキ,2,,,,女,斧,竜,,,,スイカ割りの棍棒,夏の思い出,,,自分のターン中、このユニットの戦闘力は＋２０される。,このユニットの攻撃で主人公以外の敵を撃破した場合、その敵は退避エリアに置かれる代わりに相手の絆エリアに置かれる。,,,,,,,40,20,1,下級職,マムクート,今は夏を楽しむといいわ。この夏は、誰にとっても一度だけのものなのだから…,伊藤未生
P13-005,PR,P13,長き旅の始まり,マルス,1,,光の剣,,男,剣,,,,,決起の時,,,,【】他の味方が出撃した時、コストを支払うなら、ターン終了まで、その味方の戦闘力は＋１０される。,,,,英雄の紋章,,戦闘終了まで、<光の剣>の攻撃ユニットが攻撃で破壊するオーブは２つになる。,,40,20,1,下級職,ロード,このとりでには　アリティアの　ゆうかんな　きしたちがいるかいぞくどもに　まけることはないさ！,Tobi
P13-006,PR,P13,聖王の半身,ルフレ（女）,1,,聖痕,,女,剣,,,,,読み通りです,,,,自分のオーブが破壊された時、ターン終了まで、このユニットの戦闘力は＋１０される。,,,,運命の紋章,,攻撃ユニットが<聖痕>の場合、カードを１枚引く。そうしたなら、自分の手札を１枚選び、デッキの１番上に置く。,,40,20,1,下級職,戦術師,私たちと一緒に、夏の思い出をつくりましょう！,茶ちえ
P13-007,PR,P13,暗夜最強の騎士,マークス,3,2,暗夜,,男,剣,獣馬,,,,黒き覇軍,暗黒剣 ジークフリート,,,【】このユニットか他の味方が撃破されるたび、コストを支払うなら、ターン終了まで、すべての味方の戦闘力は＋１０される。,【】ターン終了まで、このユニットに射程１−２が追加される。,,,,,,,60,10,1,上級職,パラディン,…命知らずめ。逆らう者は死ぬことになろう！,lack
P13-008,PR,P13,武者修行の剣士,ワユ,1,,メダリオン,,女,剣,,,,,勝負してくれない？,,,,"【,自分の退避エリアから『ワユ』を１枚このユニットの下に重ねて成長させる】後衛の敵を１体選び、移動させる。（成長したユニットはレベルアップしているユニットとして扱う）",,,,攻撃の紋章,,戦闘終了まで、攻撃ユニットの戦闘力は＋２０される。,,40,10,1,下級職,剣士,出て行け、なんてこと言わないでよ。あたし、役に立つから！,冬空 実
P13-009,PR,P13,明るく元気な槍姫,シャロン,3,,,,女,槍,,,,,一緒にがんばりましょう！,,,,【】ターン終了まで、他の味方１体につき、このユニットの戦闘力は＋１０される。,,,,,,,,60,20,1,下級職,プリンセス,あなたが来てからの特務機関…なんだかいい感じなんです！,40原
P13-010,PR,P13,恩返しの氷姫,フィヨルム,3,,,,女,槍,,,,,報恩の決意,,,,【】次の相手のターン終了まで、このユニットの戦闘力は＋１０される。,,,,,,,,60,20,1,下級職,プリンセス,あなたは私の命の恩人…御恩は決して忘れません。,神威なつき
P13-011,PR,P13,砕けぬ氷結の意思,フィヨルム,2,,,,女,槍,,,,,氷晶の加護,雪下の希望,,,【】次の相手のターン終了まで、自分の主人公の戦闘力は＋１０される。,【自分の手札を１枚退避エリアに置く】自分の絆カードを１枚選び、手札に加える。,,,,,,,50,20,1,下級職,プリンセス,お母様…私、がんばりますから…！,п猫Ｒ
P13-012,PR,P13,斬り裂く灼熱の刃,レーヴァテイン,2,,,,女,剣,,,,,燃え上がる炎剣,業火の布陣,,,自分のターン中、主人公以外の敵が１体もいない場合、このユニットの戦闘力は＋４０される。,このユニットの攻撃が神速回避された時、相手のオーブを１つまで選び、破壊する。,,,,,,,50,10,1,下級職,ソードファイター,私はレーヴァテイン…この剣の名前と一緒だ。,п猫Ｒ
P12-001,PR,P12,ニフルの王女,フィヨルム,1,,,,女,槍,,,,,聖衣,,,,このユニットが後衛の敵に攻撃されている場合、このユニットの戦闘力は＋２０される。,,,,共闘の紋章,,自分の防御ユニットがシンボルを持つ場合、戦闘終了まで、自分の防御ユニットの戦闘力は＋１０される。,,40,20,1,下級職,プリンセス,私はフィヨルムと申します。ニフル王国の王女…でした。,前嶋重機
P12-002,PR,P12,ムスペルの王女,レーヴァテイン,1,,,,女,剣,,,,,火烈な刃,,,,【自分の<剣>の絆カードを１枚裏向きにする】ターン終了まで、このユニットの攻撃は主人公以外の敵に神速回避されない。,,,,攻撃の紋章,,戦闘終了まで、自分の攻撃ユニットの戦闘力は＋２０される。,,40,10,1,下級職,ソードファイター,私は剣…父上の剣…　命令通りに…する。,前嶋重機
P12-003,PR,P12,封印されし女神,ユンヌ,1,,メダリオン,,女,,,,,,聖でも邪でもないもの,人を愛する女神,,,このユニットが後衛の場合、敵はこのユニットを攻撃できず、このユニットはスキルのコストやスキルの効果によって撃破されない。,自分のターン中、自分のオーブが１つもない場合、自分の主人公の戦闘力は＋１０される。,,,,,,,30,20,,固定職,負の女神,邪神……？　私は邪神なんかじゃないわ。私は自由。私は混沌。私は変化。私は未来。私は謎。私はユンヌ。,Tobi
P12-004,PR,P12,幼竜を救った傭兵,グレゴ,3,2,聖痕,,男,剣,,,,,竜の腹巻,手斧,,,<竜石>の味方が他に１体以上いる場合、このユニットの戦闘力は＋１０され、このユニットはスキルのコストやスキルの効果によって撃破されない。,【】ターン終了まで、このユニットに<斧>と射程１−２が追加される。,,,,,,,60,10,1,上級職,勇者,次の戦いんときは俺から離れるなよ？,壬生田晃宏
P12-005,PR,P12,傭兵団の知恵者,セネリオ,1,,メダリオン,,男,魔法,,,,,知恵者の策,,,,このユニットの攻撃で敵を撃破した時、カードを１枚引く。自分の手札を１枚選び、退避エリアに置く。,,,,魔術の紋章,,カードを１枚引く。自分の手札を１枚選び、退避エリアに置く。,,30,20,1-2,下級職,魔道士,…ここが僕の居場所です。,小森ニコ
P12-006,PR,P12,兄を慕う姫,ラケシス,1,,聖戦旗,,女,剣,,,,,高貴なる異母兄妹,,,,"【,】このユニットと同じエリアに『エルトシャン』がいる場合、自分の退避エリアから『エルトシャン』を１枚選び、手札に加える。",,,,運命の紋章,,自分の攻撃ユニットが<聖戦旗>の場合、カードを１枚引く。そうしたなら、自分の手札を１枚選び、デッキの１番上に置く。,,40,20,1,下級職,プリンセス,他の殿方と踊らないのか…ですって？あんなキザな人たち…私は大きらいです。,みわべさくら
P12-007,PR,P12,王血を引く黒騎士,アレス,1,,聖戦旗,,男,剣,獣馬,,,,魔剣のツバ鳴り,,,,自分のターン中、自分の主人公と同じユニット名の自分の絆カードが１枚以上ある場合、このユニットの戦闘力は＋１０される。,,,,攻撃の紋章,,戦闘終了まで、自分の攻撃ユニットの戦闘力は＋２０される。,,40,10,1,下級職,ソシアルナイト,行ってきます！　母上！,小森ニコ
P12-008,PR,P12,神竜族の王女,チキ,1,,光の剣,,女,竜石,竜,,,,長寿な竜一族,,,,自分の絆カードが４枚以上の場合、このユニットの戦闘力は＋３０される。,,,,竜人の紋章,,自分の攻撃ユニットが<光の剣>の場合、自分の手札を１枚選ぶ。そのカードを絆エリアに置いてもよい。,,30,20,1,固定職,マムクート,お姉ちゃん、だれ？マルスのおにいちゃんのジャマしないで！,ふみ
P12-009,PR,P12,勇戦の将軍,アイク,3,2,メダリオン,,男,剣,,,,,決戦の一撃,,,,【】ターン終了まで、このユニットの戦闘力は＋３０される。,,,,,,,,60,20,1,上級職,勇者,退け。これ以上戦っても決着は変わらん。,lack
P12-010,PR,P12,絆の戦姫,ルキナ,3,2,聖痕,,女,剣,,,,,希望の双刃,裏剣 ファルシオン,,,【】他の味方を１体まで選ぶ。ターン終了まで、このユニットとその味方の戦闘力は＋１０される。,このユニットが<竜>を攻撃している場合、このユニットの戦闘力は＋２０される。,,,,,,,60,20,1,上級職,マスターロード,私たちは絶対にこの戦いに負けるわけにはいかないんです！,lack
P11-001,PR,P11,気高き願いの王女,エイリーク,4,3,神器,,女,剣,獣馬,,,,優しき心,魔を断つ双聖器,,,【】他の味方を１体選ぶ。ターン終了まで、その味方の戦闘力は＋２０される。,このユニットが<魔物>を攻撃している場合、このユニットの戦闘力は＋２０される。,,,,,,,70,20,1,上級職,マスターロード,私は少しでも早く、戦いが終わることを願うだけです。,山田孝太郎
P11-001,PR+,P11,気高き願いの王女,エイリーク,4,3,神器,,女,剣,獣馬,,,,優しき心,魔を断つ双聖器,,,【】他の味方を１体選ぶ。ターン終了まで、その味方の戦闘力は＋２０される。,このユニットが<魔物>を攻撃している場合、このユニットの戦闘力は＋２０される。,,,,,,,70,20,1,上級職,マスターロード,私は少しでも早く、戦いが終わることを願うだけです。,山田孝太郎
P11-002,PR,P11,猛き誓いの王子,エフラム,4,3,神器,,男,槍,獣馬,,,,勇ましき心,破邪の双聖器,,,自分のターン中、このユニットの戦闘力は＋２０される。,このユニットが<魔物>を攻撃している場合、このユニットの戦闘力は＋２０される。,,,,,,,70,20,1,上級職,マスターロード,もうじき、戦いは終わる。魔を倒し、この大陸を人の手に取り戻す…！,山田孝太郎
P11-002,PR+,P11,猛き誓いの王子,エフラム,4,3,神器,,男,槍,獣馬,,,,勇ましき心,破邪の双聖器,,,自分のターン中、このユニットの戦闘力は＋２０される。,このユニットが<魔物>を攻撃している場合、このユニットの戦闘力は＋２０される。,,,,,,,70,20,1,上級職,マスターロード,もうじき、戦いは終わる。魔を倒し、この大陸を人の手に取り戻す…！,山田孝太郎
P11-003,PR,P11,噂の女剣士,マリカ,2,,神器,,女,剣,,,,,無口な切り込み隊長,契約破棄,,,自分のターン中、支援力が１０の味方が他に２体以上いる場合、このユニットの戦闘力は＋２０される。,味方に『ジスト』がいる場合、手札にあるこのカードの出撃コストは１だけ小さくなる。ただし、出撃コストは１より小さくならない。,,,,,,,50,10,1,下級職,剣士,……じゃあ寝返る。,cuboon
P11-004,PR,P11,リゲルの英雄,マイセン,1,,光の剣,,男,槍,獣馬,,,,まだまだ青いようだな,,,,このユニットが<剣>に攻撃された時、戦闘終了まで、このユニットの戦闘力は＋２０される。,,,,攻撃の紋章,,戦闘終了まで、自分の攻撃ユニットの戦闘力は＋２０される。,,40,10,1,下級職,ソシアルナイト,敵を甘くみるんじゃない。一瞬の油断が命取りだ。,Nintendo
P11-005,PR,P11,ルネスの王子,エフラム,1,,神器,,男,槍,,,,,,,,,,,,,英雄の紋章,兄妹の紋章,自分の攻撃ユニットが<神器>の場合、戦闘終了まで、そのユニットが攻撃で破壊するオーブは２つになる。,自分の戦闘ユニットが『エイリーク』の場合、戦闘終了まで、自分の戦闘ユニットの戦闘力は＋２０される。,40,20,1,下級職,ロード,戦い方を教えるからには兄妹でも甘えはなしだ。,п猫Ｒ
P11-006,PR,P11,アイトリス国の王女,リアン,1,,,,女,剣,,,,,優等生の王女,,,,敵が撃破された時、ターン終了まで、このユニットの戦闘力は＋１０される。,,,,連携の紋章,,自分の防御ユニットがシンボルを持たない場合、戦闘終了まで、自分の防御ユニットの戦闘力は＋１０される。,,40,20,1,下級職,ロード,皆さんに出会えて、本当によかった…,祀花よう子
P11-007,PR,P11,聖王の半身,ルフレ（女）,1,,聖痕,,女,剣,,,,,読み通りです,,,,自分のオーブが破壊された時、ターン終了まで、このユニットの戦闘力は＋１０される。,,,,運命の紋章,,自分の攻撃ユニットが<聖痕>の場合、カードを１枚引く。そうしたなら、自分の手札を１枚選び、デッキの１番上に置く。,,40,20,1,下級職,戦術師,その……戦っているうちに戦い方が頭に浮かんできたんです！,木村樹崇
P11-008,PR,P11,風神の継承者,タクミ,1,,白夜,,男,弓,,,,,王家の戦い,飛行特効,,,このユニットの攻撃で敵を撃破した時、自分のオーブを１つ選び、表向きにしてもよい。,このユニットが<飛行>を攻撃している場合、このユニットの戦闘力は＋３０される。,,,援護の紋章,,戦闘終了時、自分の攻撃ユニットを移動させてもよい。,,30,20,2,下級職,弓使い,あんただけは…僕がこの手で討つ！,猫羽タツキ
P11-009,PR,P11,森の村の火の玉娘,デューテ,1,,光の剣,,女,魔法,,,,,魔炎の才能,,,,他に<魔法>の味方がいる場合、このユニットを移動させる。,,,,魔術の紋章,,カードを１枚引く。自分の手札を１枚選び、退避エリアに置く。,,30,20,1-2,下級職,魔道士,もっと褒めて！　構って構って～！！,みわべさくら
P11-010,PR,P11,白夜王国の王女,カムイ（女）,1,,白夜,,女,剣,,,,,夜刀神・幻夜,,,,自分のターン中、自分の<白夜>と<暗夜>の絆カードがそれぞれ１枚以上の場合、このユニットの戦闘力は＋１０される。,,,,英雄の紋章,,自分の攻撃ユニットが<白夜>の場合、戦闘終了まで、そのユニットが攻撃で破壊するオーブは２つになる。,,40,20,1,下級職,ダークプリンセス,私たちと一緒に、楽しい思い出をつくりましょう。,まよ
P11-011,PR,P11,アスク王国の王女,シャロン,1,,,,女,槍,,,,,特務機関の槍,,,,このユニットが<剣>と戦闘している場合、このユニットの戦闘力は＋１０される。,,,,共闘の紋章,,自分の防御ユニットがシンボルを持つ場合、戦闘終了まで、自分の防御ユニットの戦闘力は＋１０される。,,40,20,1,下級職,プリンセス,ほらほら、アンナ隊長もお兄様も一緒に行きましょう！,まよ
P11-012,PR,P11,優しき決意の王女,エイリーク,3,2,神器,,女,剣,獣馬,,,,強くなる心,,,,【】このユニットが攻撃した時、コストを支払うなら、ターン終了まで、すべての<神器>の味方の戦闘力は＋１０される。,,,,,,,,60,20,1,上級職,マスターロード,急ぎましょう。魔物たちがこれ以上勢いを増す前に…！,鈴木理華
P11-013,PR,P11,神竜族の王女,チキ,1,,光の剣,,女,竜石,竜,,,,長寿な竜一族,,,,自分の絆カードが４枚以上の場合、このユニットの戦闘力は＋３０される。,,,,竜人の紋章,,自分の攻撃ユニットが<光の剣>の場合、自分の手札を１枚選ぶ。そのカードを絆エリアに置いてもよい。,,30,20,1,固定職,マムクート,うふふ！　もう１回遊ぼうよ！,とよた瑣織
P11-014,PR,P11,おてんばマムクート,ノノ,1,,聖痕,,女,竜石,竜,,,,長寿な竜一族,バイオリズム・奇数,,,自分の絆カードが４枚以上の場合、このユニットの戦闘力は＋３０される。,自分の絆カードの枚数が奇数の場合、このユニットの戦闘力は＋１０される。,,,竜人の紋章,,自分の攻撃ユニットが<聖痕>の場合、自分の手札を１枚選ぶ。そのカードを絆エリアに置いてもよい。,,20,20,1-2,固定職,マムクート,ノノと…みんなといっしょに遊ぼうよ！,とよた瑣織
P05-011,PRr,P05,がんばり屋のメイド,フェリシア,3,2,白夜,,女,暗器,,,,,こっちですよー！,が、がんばります！,,,【自分の主人公を行動済みにする】後衛の敵を１体選び、移動させる。,【自分の主人公を行動済みにする】ターン終了まで、このユニットの戦闘力は＋２０される。,,,,,,,50,20,1-2,上級職,メイド,ふう…なんとかなりましたー！,AMG
P05-012,PRr,P05,気配り上手なメイド,フローラ,3,2,暗夜,,女,暗器,,,,,こちらです,お召し物をどうぞ,,,【】自分の主人公を移動させる。,【】ターン終了まで、自分の主人公の戦闘力は＋１０される。,,,,,,,50,20,1-2,上級職,メイド,ご心配いりません。私たちがお守り致します。,みわべさくら
P10-001,PR,P10,ルネスの王女,エイリーク,1,,神器,,女,剣,,,,,,,,,,,,,激励の紋章,兄妹の紋章,自分の攻撃ユニットが相手の主人公を撃破した場合、戦闘終了時、カードを１枚引く。,自分の戦闘ユニットが『エフラム』の場合、戦闘終了まで、自分の戦闘ユニットの戦闘力は＋２０される。,40,20,1,下級職,ロード,行きましょう。私は決してくじけたりしません。,INTELLIGENT SYSTEMS
P10-002,PR,P10,ルネスの王子,エフラム,1,,神器,,男,槍,,,,,,,,,,,,,英雄の紋章,兄妹の紋章,自分の攻撃ユニットが<神器>の場合、戦闘終了まで、そのユニットが攻撃で破壊するオーブは２つになる。,自分の戦闘ユニットが『エイリーク』の場合、戦闘終了まで、自分の戦闘ユニットの戦闘力は＋２０される。,40,20,1,下級職,ロード,俺を信じろ。俺は勝ち目のない戦いはしない。,INTELLIGENT SYSTEMS
P10-003,PR,P10,ホラふき剣士,シャナム,3,2,聖戦旗,,男,剣,,,,,私はシャナン王子だ,流星剣？ の伝授,,,このユニットが出撃した時、ターン終了まで、このユニットのユニット名を『シャナン』としてもあつかう。,【自分の手札をすべて退避エリアに置く】このユニットが必殺攻撃した時、コストを支払うなら、他の<剣>の味方を１体選び、未行動にする。,,,,,,,60,10,1,上級職,ソードマスター,流星剣で重要なのは心だ。技に心を乗せるのだ！（…って、オレもいいかげんなことを言ってるよな…）,北千里
P10-004,PR,P10,白き木馬の砲手,カムイ（男）,3,2,白夜,,男,弓,,,,,砲台,飛行特効,,,"【,】主人公以外で出撃コストが1以下の敵を３体まで選び、撃破する。このスキルはこのユニットが後衛でなければ使用できない。",このユニットが<飛行>を攻撃している場合、このユニットの戦闘力は＋３０される。,,,,,,,50,20,2,上級職,シューター,ここからは僕が援護するよ。,まよ
P10-005,PR,P10,レンスターの騎士,フィン,1,,聖戦旗,,男,槍,獣馬,,,,王子を守る騎士,,,,【自分の手札を１枚退避エリアに置く】自分のターン終了時、コストを支払うなら、次の相手のターン終了まで、このユニットの戦闘力は＋２０される。,,,,攻撃の紋章,,戦闘終了まで、自分の攻撃ユニットの戦闘力は＋２０される。,,40,10,1,下級職,ランスナイト,私の心は今もレンスターにあります。われらはみな、レンスターに心をおいてきたのです。,士基 軽太
P10-006,PR,P10,フィアナの剣士,マリータ,1,,聖戦旗,,女,剣,,,,,イザークの血筋,,,,自分のターン中、自分の<剣>の絆カードが１枚以上の場合、このユニットの戦闘力は＋１０される。,,,,攻撃の紋章,,戦闘終了まで、自分の攻撃ユニットの戦闘力は＋２０される。,,40,10,1,下級職,ソードファイター,…コロス…コロス…コロス…コノケンデ…ミンナ…ミンナ…ミンナコロス！！,四季童子
P10-007,PR,P10,暴かれた楽園,エポニーヌ,2,,暗夜,,女,弓,,,,,本の中身は…？,飛行特効,,,自分のデッキの上からカードを２枚公開する。公開したカードがすべて<男>の場合、ターン終了まで、このユニットの戦闘力は＋３０される。公開したすべてのカードを退避エリアに置く。,このユニットが<飛行>を攻撃している場合、このユニットの戦闘力は＋３０される。,,,,,,,40,10,2,下級職,シーフ,こんなにひしめき合って…うふふ、うふふふふ…！,高見澤/INTELLIGENT SYSTEMS
P10-008,PR,P10,竜角の王女,カムイ（女）,2,,暗夜,,女,剣,竜,,,,竜穿,,,,【】ターン終了まで、このユニットの戦闘力は＋３０される。このスキルは自分の絆カードが６枚以上なければ使用できない。,,,,,,,,50,20,1,下級職,ダークプリンセス,ずっと憧れていたんです。みんなとお祭りに行くのを。,紺藤ココン
P10-009,PR,P10,ラムの村の少年,アルム,1,,光の剣,,男,剣,,,,,運命の子供たち,,,,"【,】自分の退避エリアから『セリカ』を１枚選び、手札に加える。",,,,英雄の紋章,,自分の攻撃ユニットが<光の剣>の場合、戦闘終了まで、そのユニットが攻撃で破壊するオーブは２つになる。,,40,20,1,下級職,戦士,ふたりで強く優しい世界を作っていこう。ドーマとミラのように……,左
P10-010,PR,P10,平和を守る王子,アルフォンス,3,,,,男,剣,,,,,アスクを守る者,平和への願い,,,【】敵を１体選び、移動させる。,自分のターン中、自分のオーブの数が相手より少ない場合、このユニットの戦闘力は＋１０される。,,,,,,,60,20,1,下級職,ロード,民たちが笑顔で…安心して暮らせる国になればいい。,小森ニコ
P03-013,PRr,P03,亡国の王女,エリンシア,3,2,メダリオン,,女,剣,飛行,獣馬,,,白き戦装束,天空を翔ける者,,,自分のターン中、レベルアップしている味方が他に２体以上いる場合、このユニットの戦闘力は＋２０される。,このユニットを移動させる。このスキルはこのユニットが未行動でなければ使用できない。,,,,,,,50,30,1,上級職,クリミア王女,この戦いが終わったら、一緒に戦ってくださった方１人１人にお礼を言わせていただきたいです。,紺藤ココン
P05-014,PRr,P05,オスティアの姫,リリーナ,2,,神器,,女,魔法,,,,,秘めた炎,,,,自分のターン中、支援スキルを持つ味方が他に２体以上いる場合、このユニットの戦闘力は＋２０される。,,,,才姫の魔術,,カードを１枚引く。自分の手札を１枚選び、退避エリアに置く。,,40,20,1-2,下級職,魔道士,わたし…他の女の子になんか負けない！,まよ
P09-001,PR,P09,アスク王国の王子,アルフォンス,1,,,,男,剣,,,,,特務機関の剣,,,,このユニットが<斧>と戦闘している場合、このユニットの戦闘力は＋１０される。,,,,共闘の紋章,,自分の攻撃ユニットがシンボルを持つ場合、戦闘終了まで、自分の攻撃ユニットの戦闘力は＋１０される。,,40,20,1,下級職,ロード,僕はアルフォンス。さっそくで悪いけれど、君の力を貸してくれるかい？,コザキユースケ
P09-002,PR,P09,アスク王国の王女,シャロン,1,,,,女,槍,,,,,特務機関の槍,,,,このユニットが<剣>と戦闘している場合、このユニットの戦闘力は＋１０される。,,,,共闘の紋章,,自分の防御ユニットがシンボルを持つ場合、戦闘終了まで、自分の防御ユニットの戦闘力は＋１０される。,,40,20,1,下級職,プリンセス,もしやあなたが、異界の大英雄様！？機関全員で夢にまで見た、噂の救世主ですかーーっ！？,コザキユースケ
P09-003,PR,P09,夢見る想い,エフィ,3,2,光の剣,,女,魔法,,,,,私とアルムの世界,アルムとの旅路,,,味方がこのユニットと『アルム』のちょうど２体だけの場合、このユニットの戦闘力は＋１０される。,【】このユニットの攻撃で敵を撃破した時、コストを支払うなら、自分の退避エリアから『アルム』を１枚選び、手札に加える。,,,,,,,50,20,1-2,上級職,神官,私…夢があるんだ。この戦いが終わったら、パンを焼いたりお花を育てたり、のんびり暮らすの……アルムといっしょに！,ふみ
